Theta_AF3,Theta_T7,Theta_PZ,Theta_T8,Theta_AF4,Alpha_AF3,Alpha_T7,Alpha_PZ,Alpha_T8,Alpha_AF4,BetaL_AF3,BetaL_T7,BetaL_PZ,BetaL_T8,BetaL_AF4,BetaH_AF3,BetaH_T7,BetaH_PZ,BetaH_T8,BetaH_AF4,Gamma_AF3,Gamma_T7,Gamma_PZ,Gamma_T8,Gamma_AF4,Command
3.12,290.009,4.23,1.562,1.395,1.025,56.933,1.886,1.147,2.031,3.128,52.475,2.355,4.127,3.006,3.64,16.531,1.712,4.704,3.706,2.959,5.573,1.958,5.919,3.524,0
4.051,70.629,2.667,2.122,2.796,1.469,14.964,2.261,1.774,2.343,3.987,11.943,3.117,6.257,3.913,2.739,5.164,2.03,5.738,4.387,3.529,2.526,2.478,6.868,4.276,0
4.807,3.481,1.93,2.779,4.288,2.027,1.581,2.503,2.076,2.836,4.541,2.206,4.139,7.15,4.016,3.07,1.686,2.839,7.901,5.159,3.675,1.669,2.687,7.335,4.463,0
4.892,1.05,1.924,2.794,4.493,2.225,1.437,2.465,1.902,2.873,4.33,2.544,4.354,6.628,3.591,3.354,1.626,3.143,8.452,5.214,3.53,1.666,2.609,7.108,4.279,0
4.2,1.197,2.449,2.717,3.756,2.277,3.278,2.438,1.341,2.391,3.523,3.457,4.155,4.998,2.52,3.58,1.694,3.149,7.765,4.616,3.098,1.682,2.409,6.296,3.819,0
3.675,1.53,2.971,3.03,3.253,2.13,4.683,2.795,1.231,2.072,3.338,3.614,3.93,4.554,2.243,3.514,1.708,2.908,6.863,4.137,2.971,1.695,2.43,6.125,3.734,0
5.724,4.263,5.003,4.347,3.844,1.903,7.779,4.853,2.188,1.848,4.266,3.469,3.826,5.234,2.78,3.382,1.938,2.426,5.461,3.321,2.987,1.707,2.664,6.504,3.777,0
31.897,22.4,10.864,6.127,15.547,3.363,11.868,10.355,6.027,3.179,8.81,6.251,5.644,8.257,5.907,4.603,3.767,2.998,5.663,3.546,3.3,1.747,2.895,6.927,3.737,0
56.805,45.337,14.988,7.299,27.087,4.687,14.908,14.315,8.763,4.568,12.436,9.46,7.396,10.322,8.453,5.988,5.603,3.818,6.106,4.171,3.566,1.937,3.02,6.863,3.729,0
101.925,119.47,21.13,10.806,49.869,7.014,23.602,21.063,13.016,8.182,18.995,16.159,11.043,13.466,13.457,8.946,9.839,5.485,6.611,5.715,4.033,2.917,3.222,6.24,3.998,0
108.049,156.033,21.128,13.634,54.684,7.502,27.775,21.968,13.39,9.738,20.095,17.47,11.927,13.539,14.696,9.573,11.137,5.736,6.437,6.116,4.014,3.525,3.154,5.746,4.188,0
80.889,179.099,15.828,20.552,48.87,7.283,29.654,17.06,10.409,11.102,16.284,13.813,10.335,10.015,13.279,8.014,10.301,4.587,5.447,5.476,3.212,4.042,2.435,4.547,4.121,0
41.907,125.639,11.871,29.903,48.438,6.651,20.96,8.146,6.426,11.598,9.334,6.947,6.109,4.901,10.556,4.695,6.379,2.646,4.349,4.511,1.96,3.152,1.362,3.35,3.303,0
31.654,89.176,12.686,34.341,56.246,6.572,15.039,4.865,5.502,13.358,7.127,4.777,4.296,3.262,10.625,3.448,4.489,1.994,3.897,4.876,1.507,2.468,0.994,2.854,2.87,0
31.399,39.492,16.847,38.736,75.719,7.576,6.498,2.482,5.467,21.685,6.92,3.827,2.864,2.423,13.46,2.451,2.159,1.459,3.123,7.11,1.107,1.461,0.763,2.125,2.35,0
26.202,23.029,16.084,31.021,69.188,11.625,4.663,2.997,6.478,31.661,9.62,4.865,4.719,3.048,15.309,2.582,1.431,1.112,2.687,8.357,0.921,1.108,0.746,1.679,1.996,0
20.788,18.327,13.532,23.802,54.329,14.864,5.472,3.917,7.536,34.386,10.528,5.518,6.562,3.383,14.583,2.795,1.483,0.932,2.687,7.856,0.808,1.032,0.695,1.55,1.727,0
13.515,17.796,7.528,12.78,23.636,22.183,8.792,8.423,10.088,34.693,10.752,6.727,9.72,3.653,11.743,3.017,1.946,0.752,2.939,5.315,0.6,0.943,0.563,1.485,1.049,0
13.007,25.213,5.165,12.276,15.105,24.57,11.133,12.176,10.79,32.856,10.912,7.407,10.009,3.599,11.247,2.854,2.212,0.801,3.047,3.954,0.527,0.942,0.528,1.53,0.761,0
18.071,48.183,2.353,19.016,13.485,22.761,14.878,20.461,9.788,25.81,12.208,8.367,7.64,3.19,12.279,2.018,2.572,1.115,2.969,2.168,0.457,1.036,0.567,1.616,0.496,0
23.479,98.419,1.367,22.257,17.004,14.007,31.622,23.524,6.283,16.195,12.875,13.284,4.394,2.618,12.387,1.155,4.422,1.409,2.747,1.301,0.509,1.431,0.685,1.658,0.579,0
23.487,187.711,1.457,20.367,17.396,9.827,61.437,21.705,4.545,12.188,12.242,23.508,3.399,2.367,11.539,0.949,7.611,1.466,2.722,1.061,0.585,1.874,0.733,1.698,0.694,0
20.915,516.711,3.51,14.682,17.158,5.795,164.434,13.799,2.67,8.479,9.252,60.067,2.443,2.075,8.475,1.057,18.047,1.44,2.876,1.034,0.763,3.108,0.751,1.78,0.903,0
22.878,678.051,5.29,13.506,18.943,5.903,212.283,9.753,2.534,8.332,7.512,77.15,2.147,2.145,6.846,1.329,22.565,1.437,2.996,1.232,0.814,3.609,0.721,1.802,0.927,0
49.955,734.485,9.683,17.067,36.172,7.358,225.13,4.733,2.957,8.566,5.511,81.902,1.881,2.941,4.635,2.254,23.254,1.611,3.466,1.974,0.774,3.671,0.673,1.909,0.78,0
100.949,418.286,14.443,22.162,66.64,8.186,127.69,3.066,3.369,8.339,7.456,48.175,2.355,4.247,4.205,3.128,13.682,1.98,4.292,2.708,0.654,2.636,0.772,2.22,0.591,0
121.849,234.869,16.598,23.213,78.166,8.193,72.802,2.707,3.543,8.027,9.82,28.775,2.767,4.821,4.669,3.264,8.466,2.205,4.635,2.861,0.636,2.082,0.875,2.398,0.581,0
125.059,63.998,19.445,21.005,75.668,7.333,22.507,2.467,4.196,6.821,14.527,12.899,3.615,5.592,6.752,2.86,5.644,2.749,4.69,2.723,0.93,1.977,1.142,2.604,0.869,0
85.775,284.116,20.044,16.696,51.834,5.996,64.093,2.461,4.908,7.369,14.707,47.521,4.852,5.825,9.917,2.138,19.68,3.154,3.924,2.835,1.958,4.872,1.474,2.605,1.59,0
64.115,478.246,19.685,15.11,48.2,5.522,100.66,2.629,4.983,10.11,12.737,75.998,5.607,5.658,11.863,1.9,30.927,3.142,3.488,3.334,2.632,7.194,1.631,2.601,2.021,0
34.207,796.044,18.736,14.576,67.284,4.811,146.035,3.154,4.362,18.622,7.227,117.374,6.424,4.693,14.957,1.669,46.587,2.604,2.962,4.768,3.539,10.609,1.77,2.663,2.667,0
26.576,810.869,18.292,15.174,79.17,4.454,139.398,3.216,3.849,21.465,4.873,116.224,6.066,3.973,15.086,1.591,45.579,2.198,2.827,5.185,3.54,10.548,1.721,2.713,2.779,0
16.39,534.066,15.69,15.606,75.706,3.751,79.886,2.763,3.431,19.246,2.332,72.719,4.043,2.581,11.636,1.656,27.629,1.557,2.447,4.678,2.845,6.997,1.549,2.812,2.664,0
10.119,179.21,12.753,15.13,41.492,3.553,25.476,2.857,4.224,11.285,2.364,24.873,2.095,1.536,6.305,2.196,8.517,1.247,2.031,3.167,2.191,3.027,1.602,2.9,2.475,0
9.504,83.372,12.25,14.682,25.968,3.902,15.16,3.587,4.731,8.554,2.963,13.438,1.696,1.225,4.701,2.563,4.008,1.153,2.04,2.633,2.102,2.142,1.725,2.931,2.437,0
13.91,31.891,17.85,18.457,13.913,4.805,13.257,5.386,5.319,7.244,4.344,8.597,2,1.538,4.792,3.27,2.11,1.15,2.781,2.533,2.241,2.095,2.012,3.075,2.501,0
22.012,31.574,27.51,29.817,18.058,4.953,12.722,5.289,5.472,6.566,4.612,7.527,2.862,3.081,6.17,3.808,2.069,1.477,3.901,3.079,2.377,2.343,2.151,3.419,2.708,0
24.77,54.801,29.892,34.37,20.632,5.244,21.274,4.918,5.779,5.915,4.238,9.745,3.278,4.027,6.328,4.046,3.379,1.738,4.34,3.408,2.41,2.504,2.176,3.657,2.879,0
24.624,293.629,26.349,32.852,21.55,7.559,113.388,5.946,7.493,6.142,3.295,40.313,4.185,5.585,5.848,4.499,16.849,2.34,4.849,4.034,2.603,4.422,2.358,4.256,3.402,0
19.312,830.557,16.743,20.408,17.149,10.924,292.688,8.535,9.284,8.573,2.814,103.496,4.811,5.848,5.097,4.698,43.382,2.779,4.855,4.156,2.99,8.745,2.684,4.877,3.908,0
17.022,1101.033,12.47,14.313,14.671,11.771,366.513,8.96,9.405,9.577,2.702,131.189,4.742,5.425,4.695,4.575,55.007,2.803,4.598,3.913,3.102,10.732,2.733,5.06,3.969,0
16.383,1311.255,7.881,9.302,13.508,11.093,381.688,6.955,8.454,9.764,2.61,144.511,3.943,4.522,3.896,3.78,61.273,2.437,3.565,2.96,2.906,11.805,2.411,4.946,3.571,0
17.813,1185.53,6.966,9.486,14.695,10.502,322.83,5.51,8.398,9.614,2.756,129.427,3.542,4.694,3.648,3.194,55.864,2.248,3.057,2.464,2.664,10.856,2.195,4.739,3.251,0
20.386,745.792,8.196,14.06,17.013,10.605,176.439,4.189,10.295,10.182,3.547,87.179,3.281,6.746,3.789,2.166,40.93,2.44,3.135,2.1,2.369,8.662,2.269,4.583,3.016,0
20.864,455.352,11.925,22.739,18.277,10.398,105.4,4.57,12.149,10.235,4.307,62.077,3.355,9.51,5.101,1.852,32.848,3.166,4.604,2.677,2.598,8.672,3.008,5.126,3.799,1
19.87,388.462,12.935,25.764,18.571,9.298,93.487,4.737,11.881,9.329,4.464,54.215,3.316,10.483,6.165,1.929,29.941,3.403,5.356,3.087,2.818,8.969,3.362,5.719,4.42,1
17.77,259.622,11.524,23.887,18.144,6.001,67.311,4.81,9.192,6.345,4.415,35.658,3.44,11.572,8.529,2.148,20.474,3.268,5.955,3.553,3.257,7.962,3.746,7.83,5.459,1
15.01,115.796,7.262,13.693,14.121,3.608,33.206,4.776,5.834,3.796,4.109,19.07,4.147,11.779,9.249,2.08,9.49,2.555,5.243,3.216,3.502,5.015,3.748,10.456,5.639,1
13.13,59.597,5.45,9.258,10.983,3.134,18.382,4.788,4.506,3.129,3.993,13.21,4.649,11.42,8.575,1.92,5.322,2.204,4.764,2.87,3.464,3.571,3.602,11.502,5.388,1
8.549,6.216,3.555,7.26,5.788,3.151,3.73,5.116,3.537,2.742,3.869,7.111,5.553,9.516,6.07,1.495,1.66,1.774,4.385,2.316,3.002,1.948,2.923,12.346,4.484,1
6.316,2.281,3.424,8.621,5.316,3.398,2.323,5.416,3.989,2.826,3.742,5.976,5.745,8.048,4.887,1.345,1.374,1.72,4.542,2.282,2.708,1.677,2.48,12.094,4.019,1
3.193,1.893,3.806,10.484,8.006,4.193,1.883,5.692,5.679,3.766,3.243,4.007,5.237,4.948,3.323,1.413,1.221,1.986,5.402,2.849,2.616,1.462,2.026,10.982,3.675,1
2.03,1.962,4.564,8.444,10.79,4.998,1.498,4.642,6.026,5.809,2.601,2.228,3.692,2.691,2.387,1.915,1.094,2.566,6.445,3.696,3.369,1.451,2.477,10.299,4.408,1
1.771,1.809,4.665,6.643,10.477,5.071,1.455,3.727,5.303,6.715,2.348,1.667,2.807,2.014,2.174,2.134,1.009,2.744,6.634,3.882,3.807,1.478,2.831,10.336,4.968,1
1.668,1.366,4.071,3.304,7.277,4.299,1.754,2.112,3.167,6.929,2.008,1.166,1.495,1.409,2.293,2.14,0.868,2.581,6.044,3.516,4.241,1.515,3.268,10.946,5.714,1
1.818,1.27,3.017,1.58,3.936,3.271,2.006,1.678,1.913,5.259,1.657,1.345,1.655,1.949,2.695,1.759,1.014,2.052,4.809,2.743,3.913,1.584,3.13,11.004,5.463,1
2.046,1.267,2.609,1.342,3.215,3.042,1.936,1.801,1.669,4.418,1.447,1.58,2.254,2.763,2.776,1.625,1.163,1.829,4.212,2.484,3.579,1.652,2.908,10.393,5.051,1
2.844,1.233,2.322,2.05,3.851,3.048,1.535,2.116,1.359,3.529,1.314,1.955,3.471,4.721,2.648,1.9,1.305,1.585,3.326,2.438,2.986,1.793,2.465,8.481,4.205,1
3.316,1.101,2.308,2.715,4.662,3.027,1.343,2.125,1.321,3.298,1.523,1.945,3.642,5.265,2.557,2.344,1.267,1.53,3.083,2.626,2.819,1.827,2.335,7.677,3.927,1
4.041,0.884,2.186,3.729,5.98,2.705,1.132,1.807,1.601,2.67,2.512,1.46,2.782,4.687,2.519,3.508,1.165,1.569,3.256,3.312,2.701,1.806,2.28,6.983,3.696,0
4.128,1.048,2.331,3.688,6.265,2.595,1.318,1.725,2.335,2.194,3.587,0.895,1.37,3.061,2.642,4.22,1.282,1.857,4.395,4.117,2.557,1.702,2.218,6.766,3.534,0
3.946,1.246,2.488,3.535,5.92,2.83,1.566,2.047,2.838,2.362,3.793,0.785,0.98,2.615,2.657,4.202,1.412,2.009,5.018,4.386,2.38,1.621,2.069,6.459,3.361,0
3.305,1.915,2.866,4.217,4.817,3.727,2.034,3.178,3.872,3.714,3.558,0.85,1.138,3.281,2.99,3.65,1.702,2.047,5.433,4.544,2.071,1.44,1.719,5.736,3.021,0
3.162,2.983,3.277,6.514,4.457,4.476,2.149,3.918,5.173,5.336,3.534,0.949,1.768,5.295,4.836,3.096,1.977,1.768,4.698,4.347,2.255,1.427,1.828,5.908,3.091,0
3.304,3.508,3.361,7.535,4.661,4.606,2.151,3.874,6.006,5.687,3.859,0.946,1.968,6.183,6.374,3.001,2.082,1.692,4.376,4.146,2.449,1.534,2.07,6.33,3.216,0
3.599,3.939,3.376,8.242,5.248,4.268,2.273,3.492,7.264,5.104,4.416,0.858,1.863,6.486,8.899,3.328,2.216,2.081,4.825,3.624,2.625,1.851,2.566,6.938,3.322,0
3.443,3.284,3.238,7.224,5.311,3.32,2.21,3.883,6.688,3.669,3.58,0.79,1.25,5.036,8.134,4.089,2.268,2.93,6.31,3.365,2.455,2.012,2.716,6.661,3.248,0
3.336,2.992,3.374,6.418,5.128,2.782,2.138,4.399,5.675,3.199,2.742,0.857,0.942,4.293,6.63,4.49,2.29,3.265,6.984,3.615,2.341,1.971,2.639,6.381,3.217,0
3.322,4.418,4.088,4.474,4.273,1.983,3.126,5.291,3.294,3.324,1.566,1.967,0.561,3.467,3.811,5.243,2.463,3.652,7.827,5.048,2.189,1.693,2.288,6.028,3.177,0
3.369,8.144,4.46,3.524,3.88,1.971,5.157,5.401,2.457,3.81,1.511,3.446,0.473,3.223,3.199,5.543,2.783,3.836,8.165,5.903,2.136,1.535,2.076,6.023,3.141,0
3.419,22.723,4.433,2.714,4.452,3.158,12.447,4.827,2.085,5.167,1.989,7.639,0.437,2.472,3.132,5.671,4.096,4.283,8.815,6.618,1.97,1.388,1.707,6.14,2.996,0
3.325,35.387,3.27,3.372,6.874,5.57,18.114,3.874,3.096,6.784,2.024,10.203,0.585,1.478,2.728,4.814,5.223,4.145,8.403,5.297,1.681,1.468,1.488,5.786,2.667,0
3.261,35.881,2.629,3.792,8.064,6.673,17.849,3.613,3.828,7.357,1.785,10.047,0.678,1.322,2.318,4.088,5.136,3.635,7.595,4.239,1.527,1.525,1.422,5.321,2.423,0
3.079,24.393,2.159,3.928,8.652,7.195,11.481,3.796,5.003,7.119,1.293,7.781,0.817,2.527,1.962,2.713,3.586,2.223,5.607,2.758,1.431,1.579,1.41,4.481,2.059,0
2.589,10.897,2.748,3.151,7.001,5.269,4.074,4.253,4.913,5.282,1.571,5.633,0.875,4.93,2.794,2.163,1.862,1.578,4.347,2.959,1.867,1.577,1.659,5.037,2.365,0
2.385,8.018,3.138,2.618,5.987,4.023,2.068,4.228,4.407,4.236,2.014,5.092,0.891,5.79,3.376,2.206,1.471,1.711,4.114,3.477,2.207,1.573,1.842,5.879,2.744,0
2.408,8.633,3.615,1.937,4.363,2.673,1.122,3.519,3.316,2.75,2.866,4.35,0.882,5.573,3.845,2.619,1.456,2.273,4.218,4.462,2.586,1.532,1.998,7.198,3.236,0
2.518,9.085,3.578,2.016,3.673,2.745,1.179,3.023,2.962,2.353,3.058,3.896,0.83,4.573,3.584,2.892,1.531,2.422,4.493,4.739,2.487,1.495,1.887,7.075,3.13,0
2.319,7.617,3.183,3.71,2.982,3.503,1.059,2.224,2.589,2.34,2.794,2.892,0.713,2.397,2.579,3.364,1.495,2.26,5.244,4.821,1.933,1.503,1.433,5.261,2.401,0
2.728,5.917,2.877,6.771,5.599,4.025,1.287,2.02,3.372,3.715,2.381,2.02,1.193,2.148,2.519,3.334,1.456,1.843,5.363,4.381,1.547,1.704,1.09,3.008,1.775,0
4.911,6.065,2.811,8.099,8.838,4.011,2.007,2.1,4.467,4.69,2.373,1.8,1.727,2.847,2.995,3.062,1.539,1.674,4.949,3.975,1.507,1.804,1.025,2.236,1.643,0
17.145,7.697,2.611,9.324,16.722,3.651,4.384,2.247,7.245,6.093,2.718,2.076,2.782,4.775,3.991,2.222,1.878,1.378,3.546,2.877,1.511,1.822,0.989,1.455,1.58,0
32.204,8.097,2.507,9.202,19.813,3.634,5.571,2.009,8.307,6.227,2.947,2.838,3.015,5.665,3.958,1.617,2.138,1.052,2.261,1.887,1.385,1.572,0.942,1.161,1.59,0
35.334,7.433,3.022,10.072,19.21,4.158,5.358,2.136,7.864,6.445,2.875,3.177,2.887,5.494,3.612,1.554,2.172,0.993,1.824,1.632,1.277,1.386,0.904,1.07,1.606,0
32.198,6.048,6.566,17.766,20.79,6.725,5.553,4.213,7.291,8.933,2.503,3.634,2.726,4.688,2.861,1.745,2.153,1.277,1.303,1.621,1.053,1.068,0.798,0.948,1.564,0
34.922,6.141,9.433,23.457,27.753,9.097,6.593,5.984,7.877,11.641,2.331,3.753,2.765,4.4,2.671,1.871,2.132,1.537,1.179,1.729,0.945,0.998,0.728,0.902,1.453,0
63.318,7.679,14.241,29.294,52.97,14.395,8.958,8.407,9.395,17.571,2.155,3.652,2.659,4.101,2.807,2.011,1.975,1.838,1.094,1.749,0.759,1.051,0.574,0.901,1.106,0
94.499,8.102,16.131,21.782,69.431,15.735,7.811,6.812,8.082,18.732,1.861,2.85,1.879,3.508,3.391,1.988,1.554,1.615,0.989,1.373,0.64,1.183,0.47,1.076,0.829,0
93.512,7.22,15.29,14.959,66.192,13.991,5.806,4.982,6.386,16.836,1.583,2.24,1.428,3.115,3.686,1.938,1.334,1.408,0.89,1.144,0.605,1.193,0.447,1.18,0.766,0
60.996,5.029,11.757,5.492,64.897,8.877,2.054,2.434,3.429,11.641,1.23,1.457,0.897,2.626,4.81,1.853,1.187,1.126,0.746,1.148,0.567,1.052,0.44,1.272,0.835,0
43.261,4.699,10.018,4.594,82.489,7.433,1.246,2.462,2.937,10.422,1.612,1.5,0.848,2.588,6.092,1.818,1.271,1.117,0.796,1.557,0.578,0.963,0.451,1.25,1.038,0
38.256,5.092,7.593,6.401,150.155,10.077,1.47,4.464,3.366,14.543,3.973,2.106,0.917,2.674,9.381,1.772,1.483,1.324,1.251,2.876,0.715,0.902,0.52,1.203,1.777,0
72.034,5.204,5.74,5.924,190.147,18.325,2.009,6.805,4.129,22.764,6.741,2.366,0.946,2.854,9.938,1.862,1.444,1.642,1.954,3.652,0.926,0.982,0.61,1.308,2.349,0
90.474,4.794,5.004,4.801,179.217,21.791,1.998,7.337,4.551,24.631,7.372,2.203,0.988,2.959,8.492,1.931,1.329,1.751,2.217,3.497,1.004,1.027,0.64,1.406,2.329,0
104.261,3.693,3.701,2.736,116.31,23.076,1.664,6.372,5.127,20.779,6.635,1.633,1.305,3.009,4.237,1.895,1.055,1.722,2.36,2.357,1.04,1.046,0.67,1.557,1.713,0
74.517,3.232,2.78,2.718,55.277,15.951,1.797,3.732,4.584,11.236,4.558,1.282,1.715,2.82,1.707,1.491,0.909,1.519,2.324,1.29,0.931,0.994,0.688,1.578,0.963,0
53.211,4.119,2.583,3.455,38.702,11.569,2.273,2.56,3.945,7.596,3.66,1.326,1.766,2.686,1.384,1.229,0.906,1.439,2.349,1.102,0.856,0.965,0.685,1.565,0.735,0
26.223,9.075,2.691,5.532,28.402,6.247,3.566,1.406,2.771,5.492,2.519,1.863,1.465,2.382,1.168,0.899,1.007,1.336,2.306,1.339,0.775,0.911,0.633,1.559,0.626,0
22.625,12.22,2.832,6.227,29.216,5.754,4.027,1.31,2.473,6.344,2.17,2.25,1.235,2.208,1.046,0.895,1.062,1.286,2.168,1.608,0.793,0.882,0.591,1.567,0.706,0
21.409,15.909,3.183,5.991,28.376,6.569,4.203,1.224,2.383,9.057,1.843,2.794,1,1.791,1.217,1.121,1.087,1.15,1.847,2.036,0.873,0.812,0.523,1.526,0.973,0
14.273,13.091,3.415,4.519,17.809,6.693,3.988,1.223,2.733,10.247,2.009,2.475,1.338,1.624,2.116,1.382,1.019,0.968,1.942,1.921,0.818,0.714,0.48,1.316,1.055,0
10.761,10.624,3.685,4.309,12.443,6.412,3.988,1.463,3.07,10.156,2.221,2.127,1.71,1.8,2.655,1.435,1.007,0.865,2.083,1.667,0.713,0.657,0.449,1.172,0.965,0
9.711,8.137,4.69,5.677,8.161,5.263,4.124,2.618,3.826,8.754,2.628,2.1,2.626,2.88,3.64,1.353,1.069,0.689,2.088,1.099,0.48,0.542,0.371,0.956,0.682,0
14.514,80.315,5.739,7.933,10.713,5.289,22.486,4.099,4.066,7.175,2.709,12.185,3.52,4.524,4.392,1.137,3.957,0.645,1.635,0.905,0.371,0.687,0.351,0.985,0.526,0
18.136,247.159,5.986,8.888,12.689,7.656,59.071,4.646,3.952,7.751,2.854,30.283,3.863,5.167,4.6,1.099,9.65,0.68,1.411,0.996,0.366,1.184,0.385,1.113,0.516,0
29.348,915.055,6.132,10.053,17.832,17.704,189.289,4.924,3.484,12.738,4.081,93.097,4.038,5.399,4.518,1.328,30.256,0.827,1.23,1.328,0.406,3.245,0.497,1.494,0.56,0
36.262,1278.225,6.335,10.374,20.882,22.944,251.675,4.651,3.216,15.751,4.99,123.22,3.807,4.98,4.148,1.518,40.365,0.921,1.233,1.448,0.44,4.371,0.544,1.664,0.59,0
42.938,1532.732,6.85,10.144,23.973,25.485,276.442,3.534,2.479,17.246,6.124,136.214,2.88,3.667,2.976,1.742,44.976,1.081,1.216,1.469,0.525,5.158,0.579,1.785,0.635,0
30.878,983.207,6.527,7.643,17.937,15.922,162.09,2.18,1.754,11.092,5.403,81.693,1.937,2.526,2.213,1.728,27.096,1.043,1.164,1.417,0.643,3.569,0.57,1.61,0.71,0
21.346,597.716,6.057,5.888,12.961,9.923,93.784,1.595,1.687,7.197,4.696,48.129,1.733,2.215,2.177,1.7,16.171,0.932,1.172,1.444,0.704,2.505,0.56,1.474,0.772,0
9.059,95.234,5.126,3.369,5.965,2.614,14.397,0.916,2.206,2.535,3.707,7.715,1.822,2.187,2.572,1.622,3.266,0.663,1.311,1.587,0.753,1.2,0.513,1.189,0.886,0
7.882,18.789,4.904,2.937,4.993,1.731,4.619,0.856,2.493,2.019,3.482,2.36,1.946,2.341,2.766,1.513,1.61,0.58,1.443,1.643,0.723,1.004,0.472,1.038,0.903,0
8.358,2.48,4.776,3.176,4.979,2.062,3.054,1.108,2.463,2.202,2.998,1.765,1.993,2.591,2.676,1.157,1.118,0.618,1.702,1.678,0.586,0.82,0.389,0.736,0.822,0
6.84,5.06,4.685,3.467,4.398,2.286,3.747,2.031,2.02,2.269,2.305,2.628,1.67,2.695,3.186,1.031,0.911,0.886,1.703,1.957,0.469,0.619,0.381,0.612,0.726,0
5.659,36.674,4.809,3.407,4.022,2.2,14.327,2.827,1.946,2.313,2.043,8.302,1.518,2.853,4.34,1.135,2.66,1.112,1.595,2.259,0.47,0.856,0.437,0.693,0.767,0
3.975,354.411,6.157,3.839,4.219,1.968,119.233,4.498,2.084,2.588,2.029,61.045,1.528,3.464,7.778,1.567,20.208,1.667,1.502,3.036,0.676,4.208,0.736,1.177,1.117,0
4.033,657.094,7.295,4.927,5.358,2.037,216.522,5,2.094,2.755,2.209,109.897,1.629,3.68,8.985,1.801,36.334,1.907,1.688,3.359,0.88,7.6,0.979,1.494,1.365,0
6.606,1229.134,9.478,9.256,9.607,3.001,392.643,4.899,2.059,3.314,2.675,199.076,1.8,3.566,8.518,2.109,65.084,2.079,2.549,3.563,1.33,14.407,1.473,1.973,1.688,0
10.169,1204.807,9.974,13.547,13.672,5.292,374.167,3.975,3.05,5.257,3.418,191.087,1.991,3.144,5.76,2.308,61.548,1.777,3.478,3.392,1.576,14.75,1.718,2.367,1.612,0
10.927,940.874,9.387,14.234,14.293,6.614,288.195,3.61,4.132,6.863,3.968,148.205,2.119,3.04,4.743,2.543,47.358,1.558,3.823,3.419,1.646,11.978,1.763,2.805,1.582,0
9.562,321.932,7.562,12.369,12.753,8.106,95.215,3.514,6.385,9.775,5.302,50.306,2.309,3.205,4.65,3.411,16.149,1.367,4.458,3.938,1.969,4.979,1.903,4.504,2.038,0
5.882,30.89,5.327,7.606,9.514,6.714,10.792,3.949,6.642,9.546,6.084,5.882,2.211,3.357,5.579,4.127,2.957,1.69,5.253,4.555,2.553,1.542,2.122,6.453,3.066,0
4.345,5.685,4.391,5.582,8.269,5.197,4.459,4.116,5.741,7.995,5.929,2.011,2.059,3.156,5.577,4.102,2.076,1.939,5.554,4.624,2.76,1.247,2.178,7.005,3.473,0
3.304,3.512,3.664,3.672,7.379,2.368,4.115,3.901,3.334,4.053,4.603,1.086,1.727,2.291,4.304,3.278,1.97,2.19,5.37,4.15,2.692,1.335,2.151,6.951,3.56,0
3.819,4.028,4.147,3.803,7.403,1.643,3.998,3.594,2.704,2.735,3.673,0.979,1.581,1.857,3.326,2.71,1.839,2.089,4.862,3.769,2.456,1.417,2.127,6.578,3.28,0
6.136,4.548,5.815,4.685,7.814,1.826,3.274,3.294,3.388,2.794,2.03,1.233,1.519,1.479,1.753,1.986,1.521,1.563,3.584,3.228,1.937,1.576,2.152,5.854,2.539,0
9.014,4.315,6.371,5.158,8.351,3.414,2.542,3.702,5.352,5.46,2.087,2.159,2.376,1.816,1.429,2.237,1.352,1.185,2.987,3.235,1.646,1.591,2.152,5.379,2.04,0
10.069,4.109,6.202,5.247,8.354,4.343,2.682,3.909,6.203,6.908,3.078,2.788,3.306,2.143,1.809,2.586,1.344,1.206,3.263,3.433,1.608,1.548,2.127,5.227,1.969,0
10.287,3.717,5.095,5.323,10.469,5.873,3.819,4.363,7.192,8.758,5.936,3.612,5.565,3.175,4.56,3.037,1.395,1.577,4.923,3.967,1.809,1.486,2.141,5.296,2.246,0
8.103,3.798,3.898,5.438,17.472,6.693,4.39,6.255,7.396,9.233,7.482,3.095,6.611,4.641,11.107,2.762,1.426,1.882,6.686,4.496,2.399,1.538,2.28,6.095,3.012,0
6.559,3.99,3.272,5.261,22.255,6.702,4.082,7.799,7.166,9.221,7.186,2.451,6.282,5.182,14.693,2.505,1.438,1.833,6.958,4.742,2.793,1.608,2.387,6.779,3.535,0
3.603,4.196,2.061,5.392,28.583,5.647,2.83,9.99,6.193,8.648,5.195,1.442,4.522,5.105,17.823,2.437,1.447,1.432,6.055,5.132,3.531,1.797,2.727,8.324,4.618,0
2.142,4.158,1.694,9.755,24.7,3.799,1.85,8.456,5.266,6.927,3.549,1.868,2.72,4,13.441,3.378,1.515,1.325,5.146,5.168,3.87,1.969,3.164,9.068,5.156,0
1.958,4.31,1.817,13.461,19.427,3.129,1.625,6.553,4.937,5.816,3.172,2.601,2.079,3.471,9.817,3.995,1.58,1.521,5.331,4.968,3.841,1.997,3.303,8.903,5.039,0
2.22,5.004,2.088,19.673,8.508,3.026,1.541,3.002,4.393,4.114,2.69,4.243,1.291,2.804,4.001,4.596,1.699,2.022,6.311,4.248,3.486,1.85,3.212,7.933,4.191,0
